strategy,feature_a,bucket_a,feature_b,bucket_b,n_joint,n_single_a,n_single_b,n_baseline,wr_baseline,wr_joint,pnl_baseline,pnl_joint,sharpe_baseline,sharpe_single_a,sharpe_single_b,sharpe_joint,lift_vs_baseline,lift_vs_single_a,lift_vs_single_b,incremental_lift,wr_lift_pp
pead_long,sentiment_score,sentiment_neutral,regime,regime_neutral,51,240,66,528,0.2595,0.1765,1.8846,-1.8056,1.1326,1.3181,-1.6543,-0.8503,-1.9828,-2.1684,0.8041,-2.1684,-8.3
bollinger_tight,sentiment_score,sentiment_negative,regime,regime_bull,40,40,218,380,0.3105,0.275,-0.0662,-0.5314,-0.0606,-0.5778,1.6182,-0.5778,-0.5172,0.0,-2.196,-2.196,-3.55
xs_low_beta_long,sentiment_score,sentiment_positive,regime,regime_bull,157,496,591,1079,0.2984,0.3121,0.3781,-1.1652,0.3351,-0.2067,0.9334,-1.2956,-1.6307,-1.0889,-2.229,-2.229,1.37
adx_initiation,confidence_tier,tier_MEDIUM,regime,regime_bear,137,333,371,955,0.2534,0.2482,-0.5607,-1.7045,-0.3972,-1.6873,0.5433,-1.7071,-1.31,-0.0199,-2.2504,-2.2504,-0.52
xs_low_beta_long,macro_score,macro_negative,confidence_tier,tier_LOW,30,363,70,1079,0.2984,0.1333,0.3781,-1.8663,0.3351,0.9154,0.2218,-1.3395,-1.6746,-2.255,-1.5614,-2.255,-16.51
bollinger_tight,smart_money_score,sm_score_gt_0,regime,regime_bear,95,305,108,380,0.3105,0.3368,-0.0662,-2.0711,-0.0606,-0.1448,-2.6379,-2.4227,-2.3622,-2.2779,0.2152,-2.2779,2.63
pead_long,confidence_tier,tier_HIGH,regime,regime_neutral,53,310,66,528,0.2595,0.1321,1.8846,-2.514,1.1326,1.0787,-1.6543,-1.2017,-2.3342,-2.2804,0.4527,-2.2804,-12.74
pead_long,macro_score,macro_negative,sentiment_score,sentiment_neutral,54,149,240,528,0.2595,0.2222,1.8846,-0.9878,1.1326,0.6417,1.3181,-0.9635,-2.0961,-1.6052,-2.2817,-2.2817,-3.72
xs_quality_top_quintile_long,macro_score,macro_positive,regime,regime_bull,310,382,439,607,0.2735,0.2484,0.2875,-2.1128,0.2083,-1.4735,0.0183,-2.2666,-2.4749,-0.7931,-2.2849,-2.2849,-2.51
pead_long,macro_score,macro_negative,confidence_tier,tier_HIGH,67,149,310,528,0.2595,0.194,1.8846,-1.2311,1.1326,0.6417,1.0787,-1.231,-2.3636,-1.8727,-2.3097,-2.3097,-6.54
xs_low_beta_long,macro_score,macro_neutral,sentiment_score,sentiment_positive,78,142,496,1079,0.2984,0.2564,0.3781,-2.0584,0.3351,-1.2549,-0.2067,-2.5306,-2.8657,-1.2757,-2.3239,-2.3239,-4.2
cmf_flip,macro_score,macro_negative,confidence_tier,tier_HIGH,69,223,184,636,0.294,0.3768,1.1931,-0.7087,0.8259,1.2986,-0.7565,-1.037,-1.8629,-2.3356,-0.2805,-2.3356,8.28
xs_low_beta_long,macro_score,macro_neutral,confidence_tier,tier_HIGH,71,142,566,1079,0.2984,0.1831,0.3781,-3.213,0.3351,-1.2549,0.2598,-2.1222,-2.4573,-0.8673,-2.382,-2.382,-11.53
adx_initiation,macro_score,macro_neutral,confidence_tier,tier_MEDIUM,52,138,333,955,0.2534,0.3077,-0.5607,-0.4825,-0.3972,1.8446,-1.6873,-0.558,-0.1608,-2.4025,1.1293,-2.4025,5.43
pead_long,smart_money_score,sm_score_gt_0,regime,regime_neutral,62,430,66,528,0.2595,0.1613,1.8846,-3.0211,1.1326,0.8916,-1.6543,-1.5432,-2.6758,-2.4348,0.1111,-2.4348,-9.82
pead_long,macro_score,macro_positive,regime,regime_neutral,59,321,66,528,0.2595,0.1695,1.8846,-2.8627,1.1326,1.0232,-1.6543,-1.4275,-2.5601,-2.4507,0.2268,-2.4507,-9.0
cmf_flip,sentiment_score,sentiment_positive,confidence_tier,tier_HIGH,106,317,184,636,0.294,0.3302,1.1931,-0.818,0.8259,1.6655,-0.7565,-0.8111,-1.637,-2.4767,-0.0546,-2.4767,3.62
adx_initiation,macro_score,macro_positive,confidence_tier,tier_LOW,112,539,261,955,0.2534,0.2857,-0.5607,-1.5213,-0.3972,-0.8254,0.6452,-1.8328,-1.4356,-1.0074,-2.478,-2.478,3.23
pead_long,sentiment_score,sentiment_positive,confidence_tier,tier_MEDIUM,37,184,72,528,0.2595,0.1892,1.8846,-1.9744,1.1326,1.3037,-2.1223,-1.1766,-2.3092,-2.4803,0.9457,-2.4803,-7.03
xs_momentum_top_decile,macro_score,macro_negative,regime,regime_bull,46,118,215,383,0.2559,0.2174,-0.3234,-2.82,-0.2796,-1.2271,-0.6471,-3.1371,-2.8575,-1.9101,-2.4901,-2.4901,-3.85
cmf_flip,macro_score,macro_negative,regime,regime_bull,63,223,293,636,0.294,0.2698,1.1931,-1.2055,0.8259,1.2986,-0.8913,-1.1962,-2.022,-2.4948,-0.3049,-2.4948,-2.42
cmf_flip,confidence_tier,tier_LOW,regime,regime_bull,75,163,293,636,0.294,0.2267,1.1931,-1.4939,0.8259,1.2856,-0.8913,-1.2268,-2.0527,-2.5124,-0.3355,-2.5124,-6.74
pairs_mean_reversion_long,smart_money_score,sm_score_le_0,regime,regime_bull,101,175,638,1145,0.2978,0.297,0.6724,-0.7611,0.5593,1.8052,-0.3665,-0.7432,-1.3024,-2.5484,-0.3767,-2.5484,-0.08
pairs_mean_reversion_long,smart_money_score,sm_score_gt_0,confidence_tier,tier_MEDIUM,130,970,151,1145,0.2978,0.2385,0.6724,-2.0661,0.5593,0.3111,-2.3355,-2.2376,-2.7969,-2.5487,0.0979,-2.5487,-5.94
xs_low_beta_long,smart_money_score,sm_score_le_0,regime,regime_bull,94,160,591,1079,0.2984,0.3298,0.3781,-1.2582,0.3351,-1.3795,0.9334,-1.6201,-1.9551,-0.2406,-2.5535,-2.5535,3.14
xs_quality_top_quintile_long,macro_score,macro_neutral,sentiment_score,sentiment_positive,40,76,242,607,0.2735,0.3,0.2875,0.4344,0.2083,3.0684,0.3291,0.3441,0.1358,-2.7243,0.015,-2.7243,2.65
adx_initiation,smart_money_score,sm_score_le_0,sentiment_score,sentiment_positive,51,121,463,955,0.2534,0.1176,-0.5607,-2.8761,-0.3972,-4.2976,-0.0311,-2.7708,-2.3736,1.5268,-2.7397,-2.7397,-13.58
adx_initiation,smart_money_score,sm_score_le_0,regime,regime_bull,74,121,482,955,0.2534,0.1892,-0.5607,-3.3894,-0.3972,-4.2976,-0.9019,-3.673,-3.2758,0.6246,-2.7711,-2.7711,-6.42
cmf_flip,sentiment_score,sentiment_neutral,regime,regime_bear,71,245,281,636,0.294,0.3239,1.1931,-0.4979,0.8259,-0.3451,2.1182,-0.7302,-1.5561,-0.3851,-2.8484,-2.8484,2.99
pairs_mean_reversion_long,macro_score,macro_negative,regime,regime_bull,139,382,638,1145,0.2978,0.223,0.6724,-2.3746,0.5593,0.8544,-0.3665,-2.0822,-2.6415,-2.9366,-1.7158,-2.9366,-7.48
pairs_mean_reversion_long,macro_score,macro_neutral,sentiment_score,sentiment_negative,33,150,176,1145,0.2978,0.1818,0.6724,-1.6501,0.5593,1.6679,-0.1789,-1.2732,-1.8325,-2.9411,-1.0943,-2.9411,-11.6
xs_momentum_top_decile,smart_money_score,sm_score_gt_0,sentiment_score,sentiment_negative,50,308,60,383,0.2559,0.2,-0.3234,-2.705,-0.2796,-0.6541,-1.9216,-3.5982,-3.3186,-2.9441,-1.6766,-2.9441,-5.59
cmf_flip,macro_score,macro_positive,confidence_tier,tier_HIGH,99,345,184,636,0.294,0.2626,1.1931,-2.335,0.8259,0.6708,-0.7565,-2.2835,-3.1094,-2.9543,-1.527,-2.9543,-3.14
bollinger_tight,sentiment_score,sentiment_positive,regime,regime_bear,81,186,108,380,0.3105,0.321,-0.0662,-2.7795,-0.0606,-0.898,-2.6379,-3.8715,-3.811,-2.9735,-1.2336,-2.9735,1.05
cmf_flip,sentiment_score,sentiment_positive,regime,regime_bull,92,317,293,636,0.294,0.2391,1.1931,-1.8028,0.8259,1.6655,-0.8913,-1.3307,-2.1566,-2.9962,-0.4394,-2.9962,-5.49
pead_long,sentiment_score,sentiment_neutral,regime,regime_bear,60,240,173,528,0.2595,0.2167,1.8846,-1.5227,1.1326,1.3181,0.7202,-1.6877,-2.8203,-3.0058,-2.4079,-3.0058,-4.28
pead_long,smart_money_score,sm_score_gt_0,confidence_tier,tier_MEDIUM,56,430,72,528,0.2595,0.1786,1.8846,-3.0239,1.1326,0.8916,-2.1223,-2.1209,-3.2535,-3.0125,0.0014,-3.0125,-8.09
adx_initiation,smart_money_score,sm_score_gt_0,sentiment_score,sentiment_negative,105,834,122,955,0.2534,0.1714,-0.5607,-3.5597,-0.3972,-0.0973,-3.3679,-3.1619,-2.7648,-3.0646,0.2059,-3.0646,-8.2
cmf_flip,sentiment_score,sentiment_neutral,confidence_tier,tier_MEDIUM,76,245,189,636,0.294,0.2895,1.1931,-1.897,0.8259,-0.3451,0.5951,-2.5132,-3.3391,-2.1681,-3.1083,-3.1083,-0.46
pairs_mean_reversion_long,sentiment_score,sentiment_positive,confidence_tier,tier_MEDIUM,59,551,151,1145,0.2978,0.2542,0.6724,-1.8809,0.5593,1.4804,-2.3355,-1.6733,-2.2326,-3.1537,0.6622,-3.1537,-4.36
pairs_mean_reversion_long,macro_score,macro_positive,confidence_tier,tier_MEDIUM,93,613,151,1145,0.2978,0.2366,0.6724,-2.5149,0.5593,0.1401,-2.3355,-3.1086,-3.6679,-3.2488,-0.7731,-3.2488,-6.13
bollinger_tight,macro_score,macro_positive,sentiment_score,sentiment_positive,116,254,186,380,0.3105,0.2672,-0.0662,-3.016,-0.0606,-0.9207,-0.898,-4.2198,-4.1592,-3.2991,-3.3218,-3.3218,-4.33
pairs_mean_reversion_long,macro_score,macro_negative,sentiment_score,sentiment_negative,53,382,176,1145,0.2978,0.2075,0.6724,-2.7182,0.5593,0.8544,-0.1789,-2.4728,-3.032,-3.3271,-2.2938,-3.3271,-9.03
cmf_flip,sentiment_score,sentiment_neutral,confidence_tier,tier_LOW,68,245,163,636,0.294,0.3235,1.1931,-1.51,0.8259,-0.3451,1.2856,-2.2009,-3.0267,-1.8558,-3.4865,-3.4865,2.95
bollinger_tight,sentiment_score,sentiment_positive,regime,regime_neutral,31,186,54,380,0.3105,0.2903,-0.0662,-2.8557,-0.0606,-0.898,-7.2786,-4.4185,-4.3579,-3.5205,2.8601,-3.5205,-2.02
monthly_bias_momentum_long,macro_score,macro_negative,sentiment_score,sentiment_negative,43,273,226,1335,0.2884,0.2326,1.0988,-2.6179,0.7997,0.1099,0.7773,-2.8313,-3.631,-2.9412,-3.6086,-3.6086,-5.58
adx_initiation,smart_money_score,sm_score_le_0,regime,regime_bear,32,121,371,955,0.2534,0.1562,-0.5607,-1.9552,-0.3972,-4.2976,0.5433,-3.1108,-2.7136,1.1867,-3.6541,-3.6541,-9.72
monthly_bias_momentum_long,macro_score,macro_positive,regime,regime_bear,97,966,231,1335,0.2884,0.2887,1.0988,-1.9998,0.7997,0.9849,0.3844,-2.9444,-3.7441,-3.9293,-3.3288,-3.9293,0.03
cmf_flip,macro_score,macro_negative,sentiment_score,sentiment_neutral,59,223,245,636,0.294,0.2881,1.1931,-1.9563,0.8259,1.2986,-0.3451,-2.663,-3.4889,-3.9616,-2.3179,-3.9616,-0.59
adx_initiation,sentiment_score,sentiment_positive,confidence_tier,tier_HIGH,83,463,198,955,0.2534,0.2289,-0.5607,-3.2292,-0.3972,-0.0311,-0.2921,-4.1775,-3.7803,-4.1463,-3.8853,-4.1463,-2.45
adx_initiation,macro_score,macro_positive,regime,regime_neutral,95,539,102,955,0.2534,0.2,-0.5607,-3.749,-0.3972,-0.8254,-5.2903,-4.9898,-4.5926,-4.1644,0.3005,-4.1644,-5.34
pairs_mean_reversion_long,smart_money_score,sm_score_gt_0,regime,regime_neutral,72,970,85,1145,0.2978,0.2917,0.6724,-2.6622,0.5593,0.3111,-4.306,-3.8573,-4.4166,-4.1685,0.4487,-4.1685,-0.61
adx_initiation,smart_money_score,sm_score_gt_0,regime,regime_neutral,87,834,102,955,0.2534,0.2414,-0.5607,-3.3723,-0.3972,-0.0973,-5.2903,-4.3197,-3.9225,-4.2223,0.9706,-4.2223,-1.2
bollinger_tight,macro_score,macro_negative,regime,regime_bull,42,90,218,380,0.3105,0.1905,-0.0662,-2.3553,-0.0606,-0.1667,1.6182,-2.8431,-2.7825,-2.6764,-4.4613,-4.4613,-12.01
adx_initiation,macro_score,macro_negative,sentiment_score,sentiment_neutral,107,278,370,955,0.2534,0.2056,-0.5607,-3.7921,-0.3972,-0.4696,-0.1268,-4.624,-4.2268,-4.1544,-4.4972,-4.4972,-4.78
pairs_mean_reversion_long,sentiment_score,sentiment_negative,confidence_tier,tier_HIGH,92,176,626,1145,0.2978,0.25,0.6724,-3.0667,0.5593,-0.1789,0.6758,-3.9389,-4.4982,-3.76,-4.6147,-4.6147,-4.78
adx_initiation,sentiment_score,sentiment_negative,confidence_tier,tier_MEDIUM,43,122,333,955,0.2534,0.186,-0.5607,-4.5533,-0.3972,-3.3679,-1.6873,-6.466,-6.0688,-3.0981,-4.7787,-4.7787,-6.74
xs_momentum_top_decile,sentiment_score,sentiment_neutral,regime,regime_bear,56,169,153,383,0.2559,0.125,-0.3234,-4.2234,-0.2796,-1.9622,0.267,-4.5622,-4.2825,-2.5999,-4.8292,-4.8292,-13.09
xs_low_beta_long,macro_score,macro_neutral,regime,regime_bear,62,142,442,1079,0.2984,0.1774,0.3781,-5.1965,0.3351,-1.2549,0.2218,-4.6406,-4.9757,-3.3857,-4.8624,-4.8624,-12.1
adx_initiation,sentiment_score,sentiment_positive,regime,regime_neutral,62,463,102,955,0.2534,0.2097,-0.5607,-3.4103,-0.3972,-0.0311,-5.2903,-5.1187,-4.7215,-5.0875,0.1717,-5.0875,-4.37
adx_initiation,sentiment_score,sentiment_neutral,regime,regime_neutral,40,370,102,955,0.2534,0.2,-0.5607,-4.6004,-0.3972,-0.1268,-5.2903,-5.5259,-5.1287,-5.3991,-0.2356,-5.3991,-5.34
xs_quality_top_quintile_long,macro_score,macro_positive,sentiment_score,sentiment_negative,67,382,109,607,0.2735,0.2687,0.2875,-3.4434,0.2083,-1.4735,0.0871,-5.3959,-5.6041,-3.9223,-5.483,-5.483,-0.48
xs_low_beta_long,smart_money_score,sm_score_le_0,sentiment_score,sentiment_positive,72,160,496,1079,0.2984,0.2361,0.3781,-3.1472,0.3351,-1.3795,-0.2067,-5.9565,-6.2916,-4.5771,-5.7498,-5.7498,-6.23
cmf_flip,smart_money_score,sm_score_le_0,regime,regime_bull,55,100,293,636,0.294,0.1818,1.1931,-5.9626,0.8259,-2.5136,-0.8913,-6.8343,-7.6602,-4.3207,-5.943,-5.943,-11.22
adx_initiation,smart_money_score,sm_score_le_0,macro_score,macro_positive,70,121,539,955,0.2534,0.1571,-0.5607,-4.1883,-0.3972,-4.2976,-0.8254,-6.9825,-6.5853,-2.685,-6.1571,-6.1571,-9.63
cmf_flip,smart_money_score,sm_score_le_0,confidence_tier,tier_MEDIUM,32,100,189,636,0.294,0.1562,1.1931,-5.6711,0.8259,-2.5136,0.5951,-5.5672,-6.3931,-3.0536,-6.1623,-6.1623,-13.78
xs_momentum_top_decile,macro_score,macro_negative,sentiment_score,sentiment_neutral,46,118,169,383,0.2559,0.1739,-0.3234,-4.9829,-0.2796,-1.2271,-1.9622,-7.4101,-7.1305,-6.183,-5.4479,-6.183,-8.2
pairs_mean_reversion_long,confidence_tier,tier_MEDIUM,regime,regime_bear,55,151,422,1145,0.2978,0.1636,0.6724,-3.242,0.5593,-2.3355,2.1187,-4.2085,-4.7678,-1.873,-6.3272,-6.3272,-13.42
pead_long,confidence_tier,tier_MEDIUM,regime,regime_bull,37,72,289,528,0.2595,0.2162,1.8846,-2.992,1.1326,-2.1223,2.3029,-4.1753,-5.3079,-2.053,-6.4782,-6.4782,-4.33
adx_initiation,smart_money_score,sm_score_le_0,sentiment_score,sentiment_neutral,53,121,370,955,0.2534,0.1698,-0.5607,-3.8756,-0.3972,-4.2976,-0.1268,-6.6864,-6.2892,-2.3888,-6.5595,-6.5595,-8.36
bollinger_tight,macro_score,macro_positive,regime,regime_bear,50,254,108,380,0.3105,0.24,-0.0662,-4.6336,-0.0606,-0.9207,-2.6379,-7.6558,-7.5952,-6.7351,-5.0179,-6.7351,-7.05
bollinger_tight,smart_money_score,sm_score_gt_0,regime,regime_neutral,47,305,54,380,0.3105,0.2128,-0.0662,-4.4048,-0.0606,-0.1448,-7.2786,-7.1077,-7.0471,-6.9629,0.1709,-6.9629,-9.78
pairs_mean_reversion_long,macro_score,macro_positive,regime,regime_neutral,64,613,85,1145,0.2978,0.2188,0.6724,-4.6079,0.5593,0.1401,-4.306,-7.3094,-7.8686,-7.4495,-3.0034,-7.4495,-7.91
cmf_flip,smart_money_score,sm_score_le_0,sentiment_score,sentiment_neutral,44,100,245,636,0.294,0.25,1.1931,-5.1898,0.8259,-2.5136,-0.3451,-8.5092,-9.3351,-5.9956,-8.1641,-8.1641,-4.4
adx_initiation,smart_money_score,sm_score_le_0,confidence_tier,tier_MEDIUM,48,121,333,955,0.2534,0.125,-0.5607,-5.0309,-0.3972,-4.2976,-1.6873,-10.4861,-10.0889,-6.1885,-8.7988,-8.7988,-12.84
pairs_mean_reversion_long,sentiment_score,sentiment_neutral,regime,regime_neutral,37,418,85,1145,0.2978,0.1351,0.6724,-6.2826,0.5593,-0.5866,-4.306,-10.9505,-11.5098,-10.3639,-6.6445,-10.3639,-16.27
bollinger_tight,confidence_tier,tier_HIGH,regime,regime_neutral,43,264,54,380,0.3105,0.186,-0.0662,-5.6434,-0.0606,-0.1632,-7.2786,-10.9925,-10.9319,-10.8292,-3.7138,-10.8292,-12.45
adx_initiation,macro_score,macro_positive,sentiment_score,sentiment_negative,66,539,122,955,0.2534,0.1667,-0.5607,-5.3998,-0.3972,-0.8254,-3.3679,-11.9722,-11.575,-11.1468,-8.6043,-11.1468,-8.67
bollinger_tight,macro_score,macro_positive,regime,regime_neutral,50,254,54,380,0.3105,0.18,-0.0662,-6.0953,-0.0606,-0.9207,-7.2786,-13.2702,-13.2096,-12.3495,-5.9916,-12.3495,-13.05
xs_low_beta_long,sentiment_score,sentiment_positive,regime,regime_neutral,30,496,46,1079,0.2984,0.1667,0.3781,-6.16,0.3351,-0.2067,-19.3383,-17.0126,-17.3477,-16.8059,2.3257,-16.8059,-13.18
xs_low_beta_long,confidence_tier,tier_HIGH,regime,regime_neutral,31,566,46,1079,0.2984,0.1613,0.3781,-6.4488,0.3351,0.2598,-19.3383,-17.005,-17.3401,-17.2648,2.3333,-17.2648,-13.71
xs_low_beta_long,macro_score,macro_positive,regime,regime_neutral,34,574,46,1079,0.2984,0.2059,0.3781,-6.5847,0.3351,0.3983,-19.3383,-17.9824,-18.3175,-18.3807,1.3559,-18.3807,-9.25
adx_initiation,confidence_tier,tier_HIGH,regime,regime_neutral,39,198,102,955,0.2534,0.1026,-0.5607,-7.1634,-0.3972,-0.2921,-5.2903,-19.15,-18.7528,-18.8578,-13.8596,-18.8578,-15.08
xs_low_beta_long,smart_money_score,sm_score_gt_0,regime,regime_neutral,39,919,46,1079,0.2984,0.1538,0.3781,-6.912,0.3351,0.5331,-19.3383,-19.5491,-19.8842,-20.0822,-0.2108,-20.0822,-14.46
