strategy,sector,sector_criteria,direction_mix,total_trades,win_rate,win_rate_ci_low,win_rate_ci_high,statistically_random,profit_factor,expected_value,win_loss_ratio,avg_win_pct,avg_loss_pct,max_drawdown_pct,total_roi_pct,sharpe_ratio,sharpe_daily,sortino_ratio,deflated_sharpe,psr,psr_note,tiered_min_trades,meets_tiered_min,pct_trades_near_event,pct_trades_near_fomc,pct_trades_near_cpi,pct_trades_near_nfp,win_rate_near_event,win_rate_far_from_event,win_rate_event_delta,event_wr_note,adf_statistic,adf_p_value,is_stationary,adf_note,chow_f_statistic,chow_p_value,has_structural_break,chow_note,sharpe_at_0bps,sharpe_at_5bps,sharpe_at_10bps,sharpe_at_20bps,avg_aep_pct,n_aep_eligible,poor_exit_timing,aep_note,calmar_ratio,kelly,avg_hold_days,best_trade_pct,worst_trade_pct,smart_money_lift,macro_correlation,criterion_evaluable,regimes_profitable,regime_verdicts,best_regimes,regime_details,passes,passes_all,audit_flags,category,regime_bear_correction_2022,regime_rate_rising_2022_2023,regime_strong_bull_2023,regime_rate_falling_2024,regime_ai_sector_bull_2024,regime_tariff_shock_2025,regime_ai_divergence_2025_2026,regime_covid_crisis_2020
institutional_buy_momentum_long,Information Technology,high_volatility,126L/0S,126,0.2143,0.1517,0.2938,True,0.889,-0.8352,3.2598,31.2264,-9.5793,-99.7876,-105.2378,-0.076,-0.92,-0.25,-0.0745,0.235,low_confidence,100,True,48.41,8.73,17.46,22.22,0.1967,0.2308,-0.034,ok,-2.8421,0.0525,False,non_stationary_edge_may_erode,220.1187,0.0,True,structural_break_detected,-0.076,-0.081,-0.085,-0.094,0.621,27,True,ok,-0.053,"{'full_kelly_pct': -2.67, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",39.7,211.3651,-81.4082,,0.2145,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 101, 'n_without_signal': 25, 'min_required_each': 30, 'blocked_reason': 'smart_money_score<2 sample n=25<30'}, 'macro_correlation': {'evaluable': True, 'n_favorable': 41, 'n_unfavorable': 39, 'min_required_each': 20, 'blocked_reason': None}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': True, 'deflated_sharpe': False, 'sortino': False, 'calmar': False}",False,['ci_lower_15.2pct_may_be_random'],smart_money_13f,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
prev_day_high_break,Communication Services,high_volatility,66L/20S,86,0.2093,0.1367,0.3068,True,0.6435,-2.0551,2.4311,17.7262,-7.2913,-95.9229,-176.7387,-0.306,-1.745,-0.837,-0.2572,0.0314,low_confidence,150,False,54.65,12.79,24.42,17.44,0.1064,0.3333,-0.227,ok,-3.2778,0.0159,True,ok,42.9178,0.0,True,structural_break_detected,-0.306,-0.313,-0.321,-0.335,0.5887,18,True,ok,-0.107,"{'full_kelly_pct': -11.59, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",50.3,85.2468,-33.8161,,0.0023,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 69, 'n_without_signal': 17, 'min_required_each': 30, 'blocked_reason': 'smart_money_score<2 sample n=17<30'}, 'macro_correlation': {'evaluable': True, 'n_favorable': 32, 'n_unfavorable': 27, 'min_required_each': 20, 'blocked_reason': None}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': False, 'sortino': False, 'calmar': False}",False,['ci_lower_13.7pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
double_bottom_long,Financials,medium_volatility,53L/0S,53,0.2075,0.12,0.3346,True,0.5224,-3.608,1.9945,19.0117,-9.5322,-93.8193,-191.2222,-0.509,-2.794,-2.203,-0.2126,0.0266,low_confidence,100,False,49.06,9.43,20.75,18.87,0.2692,0.1481,0.1211,ok,-9.4452,0.0,True,ok,64.6026,0.0,True,structural_break_detected,-0.509,-0.516,-0.523,-0.538,0.6033,11,True,ok,-0.188,"{'full_kelly_pct': -18.98, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",51.5,80.5953,-19.328,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 36, 'n_without_signal': 17, 'min_required_each': 30, 'blocked_reason': 'smart_money_score<2 sample n=17<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 34, 'n_unfavorable': 10, 'min_required_each': 20, 'blocked_reason': 'macro_score<0 sample n=10<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': False, 'sortino': False, 'calmar': False}",False,['ci_lower_12.0pct_may_be_random'],chart_pattern,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
head_and_shoulders_bottom_long,Communication Services,high_volatility,10L/0S,10,0.2,0.0567,0.5098,True,0.5664,-3.51,2.2657,22.9277,-10.1195,-45.9277,-35.1004,-0.411,-2.532,-1.448,,,insufficient_sample,100,False,20.0,10.0,10.0,0.0,0.5,0.125,0.375,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,-0.411,-0.417,-0.423,-0.434,0.5885,2,True,ok,-0.257,"{'full_kelly_pct': -15.31, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",74.9,35.6417,-14.9946,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 8, 'n_without_signal': 2, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=8<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 6, 'n_unfavorable': 0, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=6<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': False, 'calmar': False}",False,['ci_lower_5.7pct_may_be_random'],chart_pattern,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
halloween_seasonal_long,Consumer Discretionary,medium_volatility,20L/0S,20,0.2,0.0807,0.416,True,0.4365,-3.1294,1.7458,12.1185,-6.9413,-52.7139,-62.5877,-1.007,-4.06,-2.134,,,insufficient_sample,60,False,55.0,0.0,30.0,25.0,0.2727,0.1111,0.1616,ok,-1.5864,0.4904,False,non_stationary_edge_may_erode,20.079,0.0,True,structural_break_detected,-1.007,-1.023,-1.039,-1.071,0.6954,4,True,ok,-0.548,"{'full_kelly_pct': -25.82, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",27.3,25.2843,-12.0101,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 3, 'n_without_signal': 17, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=3<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 15, 'n_unfavorable': 3, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=15<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': False, 'calmar': False}",False,['ci_lower_8.1pct_may_be_random'],calendar,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
golden_cross_50_200,Energy,high_volatility,2L/3S,5,0.2,0.0362,0.6245,True,0.0766,-7.7623,0.3063,3.219,-10.5077,-35.858,-38.8117,-3.605,-7.91,-225.88,,,insufficient_sample,300,False,40.0,0.0,0.0,40.0,,,,insufficient_sample,,,,insufficient_sample,,,,insufficient_sample,-3.605,-3.628,-3.651,-3.698,0.8093,1,True,ok,-1.76,"{'full_kelly_pct': -241.14, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",31.0,3.219,-10.6022,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 4, 'n_without_signal': 1, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=4<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 0, 'n_unfavorable': 1, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=0<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': False, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': False, 'calmar': False}",False,['ci_lower_3.6pct_may_be_random'],trend,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
bollinger_lower,Information Technology,high_volatility,101L/15S,116,0.1724,0.1145,0.2514,True,0.6411,-1.1212,3.0772,11.6153,-3.7746,-82.5928,-130.0535,-1.275,-2.412,-3.582,-1.275,0.0,low_confidence,300,False,50.86,12.07,22.41,16.38,0.2034,0.1404,0.063,ok,-0.5076,0.8905,False,non_stationary_edge_may_erode,6.0721,0.0031,True,structural_break_detected,-1.275,-1.331,-1.388,-1.502,0.1951,20,False,ok,-0.668,"{'full_kelly_pct': -9.65, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",5.1,11.7109,-15.6971,0.0342,0.0,"{'smart_money_lift': {'evaluable': True, 'n_with_signal': 76, 'n_without_signal': 40, 'min_required_each': 30, 'blocked_reason': None}, 'macro_correlation': {'evaluable': True, 'n_favorable': 55, 'n_unfavorable': 30, 'min_required_each': 20, 'blocked_reason': None}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': True, 'deflated_sharpe': False, 'sortino': False, 'calmar': False}",False,['ci_lower_11.5pct_may_be_random'],mean_reversion,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
institutional_persistent_holders_long,Information Technology,high_volatility,6L/0S,6,0.1667,0.0301,0.5635,True,0.4136,-4.7541,2.0681,20.1211,-9.7292,-33.1814,-28.5248,-0.965,-2.618,-9.022,,,insufficient_sample,100,False,83.33,16.67,16.67,50.0,0.2,0.0,0.2,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,-0.965,-0.975,-0.985,-1.005,0.5628,1,True,ok,-0.884,"{'full_kelly_pct': -23.63, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",40.8,20.1211,-10.3276,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 0, 'n_without_signal': 6, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=0<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 5, 'n_unfavorable': 1, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=5<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': False, 'calmar': False}",False,['ci_lower_3.0pct_may_be_random'],institutional_persistence,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
totm_long,Consumer Discretionary,medium_volatility,22L/0S,22,0.1364,0.0475,0.3334,True,0.2228,-5.6026,1.4113,11.7801,-8.3472,-75.6607,-123.2566,-1.183,-2.513,-2.372,,,insufficient_sample,60,False,31.82,0.0,0.0,31.82,0.0,0.2,-0.2,ok,-6.8407,0.0,True,ok,85.3139,0.0,True,structural_break_detected,-1.183,-1.193,-1.204,-1.225,0.7414,3,True,ok,-0.285,"{'full_kelly_pct': -47.56, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",65.4,27.6674,-16.455,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 1, 'n_without_signal': 21, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=1<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 17, 'n_unfavorable': 0, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=17<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': True, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': False, 'calmar': False}",False,['ci_lower_4.8pct_may_be_random'],calendar,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
pivot_s3_capitulation,Communication Services,high_volatility,11L/0S,11,0.0909,0.0162,0.3774,True,0.0036,-6.5393,0.0361,0.2608,-7.2194,-52.2209,-71.9328,-4.382,-10.94,-4.699,,,insufficient_sample,150,False,63.64,0.0,27.27,36.36,0.0,0.25,-0.25,small_subgroup,,,,insufficient_sample,,,,insufficient_sample,-4.382,-4.415,-4.449,-4.516,0.9696,1,True,ok,-1.315,"{'full_kelly_pct': -2507.1, 'quarter_kelly_pct': 0.0, 'note': 'negative_edge'}",24.0,0.2608,-11.4199,,,"{'smart_money_lift': {'evaluable': False, 'n_with_signal': 6, 'n_without_signal': 5, 'min_required_each': 30, 'blocked_reason': 'smart_money_score>=2 sample n=6<30'}, 'macro_correlation': {'evaluable': False, 'n_favorable': 3, 'n_unfavorable': 4, 'min_required_each': 20, 'blocked_reason': 'macro_score>=2 sample n=3<20'}}",0,"{'bear_correction_2022': 'INSUFFICIENT_DATA', 'rate_rising_2022_2023': 'INSUFFICIENT_DATA', 'strong_bull_2023': 'INSUFFICIENT_DATA', 'rate_falling_2024': 'INSUFFICIENT_DATA', 'ai_sector_bull_2024': 'INSUFFICIENT_DATA', 'tariff_shock_2025': 'INSUFFICIENT_DATA', 'ai_divergence_2025_2026': 'INSUFFICIENT_DATA', 'covid_crisis_2020': 'INSUFFICIENT_DATA'}",[],"{'bear_correction_2022': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_rising_2022_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'strong_bull_2023': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'rate_falling_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_sector_bull_2024': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'tariff_shock_2025': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'ai_divergence_2025_2026': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}, 'covid_crisis_2020': {'trades': 0, 'verdict': 'INSUFFICIENT_DATA'}}","{'win_rate': False, 'profit_factor': np.False_, 'expected_value': False, 'win_loss_ratio': False, 'max_drawdown': False, 'total_roi': False, 'smart_money_lift': True, 'macro_correlation': True, 'trade_count': False, 'deflated_sharpe': True, 'sortino': False, 'calmar': False}",False,['ci_lower_1.6pct_may_be_random'],pivot,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
